x;y;acc_x;acc_y;jerk_x;jerk_y
-0,0015432777905324373;0,019153754875981838;-0,001957443915671604;0,0001255014690078049;-0,003566541908188496;-0,009757412498045348
-0,0022511224003963926;0,019347905242862905;-0,0055239858238601;-0,009631911029037543;0,006204971085872535;0,0023772170279734994
-0,003037264766887212;0,019547075668504287;0,0006809852620124346;-0,007254694001064044;0,0035614933642422186;-0,005082363824499725
-0,004044366566332436;0,01936096965298417;0,004242478626254653;-0,012337057825563769;-0,003341361381234781;0,0024992650398969474
-0,005024228955297162;0,018884675877421486;0,0009011172450198723;-0,009837792785666821;-0,002922886457068785;0,004188160258601137
-0,0058343921992117026;0,017914899788836255;-0,002021769212048913;-0,005649632527065684;0,0025940508663933326;0,0034427950218312575
-0,006608510753325447;0,01655161198882435;0,0005722816543444198;-0,002206837505234427;-0,0008448325435999604;0,005647628616816669
-0,007463500075921149;0,014962338887729815;-0,0002725508892555406;0,003440791111582242;-0,0010892732669092742;0,002100463098927252
-0,008295598132343074;0,013284792286425906;-0,0013618241561648148;0,005541254210509494;-0,003411408371572139;0,0036820406879044254
-0,00913859822433522;0,011744877329585285;-0,004773232527736954;0,00922329489841392;0,009109152649035474;0,004466384074740731
-0,01003607128257396;0,010426612541165045;0,00433592012129852;0,013689678973154651;0,001957196239200376;0,00012710940960095063
-0,011124473641922176;0,009477279548681362;0,006293116360498896;0,013816788382755602;0,0023417889266415526;-0,005095303917453525
-0,012039439196418453;0,009075533715123865;0,008634905287140449;0,008721484465302076;-0,00028699019895422895;-0,004464209996314417
-0,012702680096494775;0,009226459416876592;0,00834791508818622;0,00425727446898766;-0,00172725831181475;-0,003023533301374115
-0,013020524785085478;0,009726244497241401;0,00662065677637147;0,0012337411676135446;0,003144935086407896;0,004576159071246533
-0,01300445287014873;0,010396320556365716;0,009765591862779366;0,005809900238860077;-0,009036618051432577;-0,006891161666810863
-0,012723554684157125;0,011115746262194574;0,0007289738113467892;-0,001081261427950786;-0,004787670621422657;-0,0014309754367780592
